Status,Genres,Favorites,Popularity,Score,Chapters,Volumes,Ranked,link,Members,Authors,Serialization,Type,Published,name
 Finished,"['Romance', 'School', 'Shojo']", 3, #3266," 7.11, "," 6
	"," 1
	", #8767,http://myanimelist.net/manga/25168/100_Gokuama_Kareshi!," 1,526","['Yoshioka, Ririko', 'Kimra, Ayako', 'Higchi, Megmi', 'Higrashi, Kinoko', 'Okinoko', 'Takahashi, Rie']","
		None", Manga," Jul  13, 2009",100% Gokuama Kareshi! 
 Finished,"['Drama', 'Romance', 'School', 'Shojo']", 1, #3147," 7.17, "," 8
	"," 2
	", #7944,http://myanimelist.net/manga/11589/100_no_Kimi_e," 1,588","['Setsg, Yki']",Bessatsu Friend, Manga," Aug  11, 2004 to Jun  13, 2005",100% no Kimi e 
 Finished,"
	  ", 0, #18356," 6.75, "," 1
	"," Unknown
	", #13293,http://myanimelist.net/manga/31673/Yabai_x_Orei!, 80,"['Kamino, Ryya']",Comic Penguin Club Sanzokuban, One-shot," Apr  10, 2010",Yabai x Orei! 
 Finished,"['School', 'Yaoi']", 17, #2740," 7.45, "," 4
	"," 1
	", #4450,http://myanimelist.net/manga/239/Yabai_Kimochi," 1,830","['Honami, Ykine', 'Kazmi, Maki']","
		None", Manga, 2001,Yabai Kimochi 
 Finished,"
	  ", 0, #13839," 6.71, "," 5
	"," 1
	", #13689,http://myanimelist.net/manga/52019/Yabai_Me_de_Minna_yo!!, 176,"['Sadahiro, Mika']","
		None", Manga," Feb  28, 2013",Yabai Me de Minna yo!! 
 Finished,"
	  ", 5, #8368," 7.32, "," 6
	"," 1
	", #5918,http://myanimelist.net/manga/12068/Yabai_Kimochi, 489,"['Honami, Ykine', 'Kazmi, Maki']","
		None", Novel, 2004,Yabai Kimochi 
 Finished,"['Drama', 'Romance', 'Shojo', 'Psychological']", 156, #788," 7.98, "," 83
	"," 11
	", #1036,http://myanimelist.net/manga/1402/100_Perfect_Girl," 5,540",['Wann'],"
		None", Manhwa," Aug  22, 2006 to Nov  5, 2009",100% Perfect Girl 
 Finished,"['Hentai', 'Harem']", 0, #32968," 0.00, "," 5
	"," 1
	", #27090,http://myanimelist.net/manga/59837/Ubatte!_Magical_Confusion, 11,"['Karino, Kei', 'Fji, Dokoro']","
		None", Novel," Jul  20, 2008",Ubatte! Magical Confusion 
 Finished,"['Comedy', 'Romance', 'Yaoi', 'Slice of Life']", 0, #14576," 6.95, "," 6
	"," 1
	", #10867,http://myanimelist.net/manga/33737/Ubatte_Choudai, 154,"['Sakrai, Ryo']",drap, Manga," Jul  3, 2009",Ubatte Choudai 
 Finished,"
	  ", 0, #20935," 6.30, "," 8
	"," 1
	", #33655,http://myanimelist.net/manga/17757/Ubau_Otoko, 54,"['Nishida, Higashi']",Reijin, Manga, 1999 to 2001,Ubau Otoko 
 Finished,"['Comedy', 'Romance', 'Shojo']", 4, #2312," 7.12, "," 5
	"," 1
	", #8651,http://myanimelist.net/manga/11504/Ubatte_Agemasu," 2,150","['Saijo, Ayano']",Cheese!, Manga," Jun  26, 2008",Ubatte Agemasu 
 Finished,"
	  ", 0, #18725," 7.05, "," 6
	"," 1
	", #34435,http://myanimelist.net/manga/14118/X-Kiss, 76,"['Uchida, Kazna']",Bamboo Comics, Manga," Sep  27, 2004",X-Kiss 
 Finished,"['Romance', 'Josei']", 0, #16302," 6.74, "," Unknown
	"," 1
	", #13391,http://myanimelist.net/manga/41389/Ubareta_Hanayome, 113,"['Midori, Ykako', 'Williams, Cathy']","
		None", Manga, 2009,Ubareta Hanayome 
 Finished,"
	  ", 0, #29192," 5.75, "," 7
	"," 1
	", #28867,http://myanimelist.net/manga/49001/Ubatte_Daite., 18,"['Kasga, Naoka']","
		None", Manga," Dec  26, 2009","Ubatte, Daite. "
 Finished,"['Romance', 'Shojo']", 0, #23841," 5.00, "," Unknown
	"," 7
	", #33814,http://myanimelist.net/manga/16985/X-Generation_Glass_Slipper, 36,"['Hwang, Mi Ri']","
		None", Manhwa, Not available,X-Generation Glass Slipper 
 Finished,"
	  ", 0, #29548," 6.00, "," 10
	"," 1
	", #25504,http://myanimelist.net/manga/66073/X-Ranchi, 17,"['Sarada, Masaki']","
		None", Manga," Nov  30, 1999",X-Ranchi 
 Finished,"
	  ", 0, #34717," 0.00, "," Unknown
	"," 1
	", #25396,http://myanimelist.net/manga/66541/W_Shinkon_Ojou-sama!, 8,"['Aohashi, Ytaka', 'Amakawa, Akito']","
		None", Novel," Jan  20, 2009",W Shinkon Ojou-sama! 
 Finished,"
	  No genres have been added yet.", 4, #16781," 6.71, "," Unknown
	"," 12
	", #34209,http://myanimelist.net/manga/15202/X-Men:_The_Manga, 104,"
		None","
		None", Manga, 1998 to 1999,X-Men: The Manga 
 Finished,"['Action', 'Adventre', 'Seinen']", 0, #32662," 5.00, "," Unknown
	"," 3
	", #21676,http://myanimelist.net/manga/81065/X-Western_Flash, 11,"['Tanaka, Masashi']",Afternoon, Manga, 1985 to 1990,X-Western Flash 
 Finished,"
	  ", 0, #15824," 6.87, "," 14
	"," 1
	", #11885,http://myanimelist.net/manga/52771/W_Yome_Sand, 123,"['Mari, Mar']",Canopri Comic, Manga," Sep  21, 2012",W Yome Sand 
 Finished,"['Action', 'Comedy', 'Historical', 'Shonen', 'Spernatral']", 1, #9607," 7.00, "," 1
	"," Unknown
	", #10218,http://myanimelist.net/manga/32407/X-Tai_Shinsho, 384,['Ezawa'],Gangan Online, One-shot," Dec  1, 2011",X-Tai Shinsho 
 Publishing,"['Comedy', 'Drama', 'Romance', 'Seinen']", 1, #9417," 6.98, "," Unknown
	"," Unknown
	", #10481,http://myanimelist.net/manga/58029/W_x_Y, 399,"['Machiko, Madoka']",Young Jump, Manga," Jun  21, 2012 to ?",W x Y 
 Finished,"['Shonen', 'Sports']", 1, #6559," 6.87, "," 15
	"," 3
	", #11926,http://myanimelist.net/manga/16902/Ws, 696,"['Seo, Koji']",Shounen Magazine (Monthly), Manga, May 2000 to Jun 2001,W's 
 Finished,"['Fantasy', 'Sci-Fi', 'Shojo']", 0, #18824," 6.75, "," 3
	"," 2
	", #13334,http://myanimelist.net/manga/9059/P_Angel, 75,"['Fjita, Magro']",Ribon Magazine, Manga, 2005 to ?,P Angel 
 Finished,"
	  ", 0, #27920," 9.00, "," 19
	"," 2
	", #28209,http://myanimelist.net/manga/53795/R_Shitei, 21,"['Masda, Harhiko']","
		None", Manga," Jun  29, 2009 to Apr  30, 2010",R Shitei 
 Finished,"
	  ", 2, #21269," 5.61, "," 10
	"," 1
	", #30470,http://myanimelist.net/manga/33147/W-Body, 51,"['Izmi, Kyota']",Comic Megastore, Manga," Sep  16, 2002 to Jul  16, 2005",W-Body 
 Publishing,"['Action', 'Spernatral', 'Seinen']", 0, #7558," 7.50, "," Unknown
	"," Unknown
	", #3799,http://myanimelist.net/manga/72583/Q, 567,"['Shihira, Tatsya']",Ultra Jump, Manga," May  19, 2014 to ?",Q 
 Finished,"['Comedy', 'Romance', 'Shojo']", 5, #3934," 7.13, "," 4
	"," 1
	", #8519,http://myanimelist.net/manga/4497/Tabecha_Dame," 1,269",['Kaori'],Shogakukan Books, Manga, 2006,Tabecha Dame 
 Finished,"
	  No genres have been added yet.", 0, #16571," 6.57, "," 3
	"," 1
	", #15017,http://myanimelist.net/manga/13152/T.V._Eye, 108,"['Ksmoto, Maki']","
		None", Manga, 1993,T.V. Eye 
 Finished,"
	  ", 1, #13475," 7.17, "," 11
	"," 1
	", #7954,http://myanimelist.net/manga/8159/Ta_Ju_Mu, 188,"['Tstsi, Tetsya']","
		None", Novel," Jul  13, 2002",Ta Ju Mu 
 Finished,"
	  ", 0, #15276," 6.50, "," 12
	"," 1
	", #15513,http://myanimelist.net/manga/84457/Tabegoro_Bambina, 135,"['Shono, Kotaro']",Comic Kairaku-ten, Manga," Sep  29, 2011 to Nov  14, 2014",Tabegoro Bambina 
 Finished,"['Fantasy', 'Romance', 'Shojo']", 16, #1265," 7.77, "," 4
	"," 1
	", #1824,http://myanimelist.net/manga/25148/Vahlia_no_Hanamuko," 3,693","['Akizki, Sorata']",LaLa, Manga," Nov  24, 2007 to Nov  10, 2011",Vahlia no Hanamuko 
 Finished,"['Adventre', 'Shonen']", 0, #19914," 6.76, "," Unknown
	"," 3
	", #36056,http://myanimelist.net/manga/1606/Vaizard, 63,"['Yoshida, Michihiro']",Comic Blade, Manga," Apr  10, 2003 to Feb  10, 2004",Vaizard 
 Finished,"['Drama', 'Romance', 'Shojo']", 0, #25586," 3.50, "," Unknown
	"," 4
	", #21365,http://myanimelist.net/manga/82479/Valentine_Lovers, 28,"['San, Ye T']","
		None", Manhua, 2006 to 2007,Valentine Lovers 
 Publishing,"['Action', 'Ecchi', 'School', 'Spernatral', 'Psychological', 'Seinen']", 1, #21377," 10.00, "," Unknown
	"," Unknown
	", #27503,http://myanimelist.net/manga/57781/Vaian_Maiden, 50,"['Mrata, Shinya', 'Ko, Arazaki']",Champion RED, Manga," Nov  19, 2012 to ?",Vaia'n Maiden 
 Finished,"['Mystery', 'Drama', 'Horror', 'Shojo']", 5, #3009," 7.08, "," 5
	"," 1
	", #9254,http://myanimelist.net/manga/1909/Zankoku_na_Douwatachi," 1,655","['Yki, Kaori']",Hana to Yume, Manga," Dec  10, 1990 to Aug  20, 1992",Zankoku na Douwatachi 
 Finished,"['Romance', 'Josei']", 0, #13434," 6.29, "," Unknown
	"," 1
	", #16685,http://myanimelist.net/manga/41391/Zankoku_na_Sankoku, 189,"['Kobayashi, Hiromi', 'Williams, Cathy']",Harlequin, Manga, 2008,Zankoku na Sankoku 
 Finished,"['Shojo', 'Spernatral']", 0, #28793," 7.50, "," 4
	"," 1
	", #30887,http://myanimelist.net/manga/29759/Zankoku_no_Puzzle, 19,"['Kikkawa, Chikako']",Friend, Manga, Jun 1987,Zankoku no Puzzle 
 Finished,"['Comedy', 'School']", 0, #16249," 7.10, "," Unknown
	"," 3
	", #29037,http://myanimelist.net/manga/47168/100-man_Volt_no_Kanojo, 114,"['Tateyama, Hiroko']",Manga Club, Manga," Apr  4, 2011 to May  2, 2015",100-man Volt no Kanojo 
 Finished,"['Historical', 'Romance', 'Shojo']", 0, #27531," 8.00, "," 10
	"," 2
	", #26682,http://myanimelist.net/manga/61495/100-nen_no_Lyra, 22,"['Nagita, Keiko', 'Mimra, Akino']",Friend, Manga, 1990 to ?,100-nen no Lyra 
 Finished,"['Drama', 'Shojo', 'Shonen Ai', 'Psychological']", 110, #2563," 8.31, "," 55
	"," 17
	", #353,http://myanimelist.net/manga/8652/Zankoku_na_Kami_ga_Shihai_suru," 1,957","['Hagio, Moto']",Petit Flower, Manga," May  26, 1992 to May  26, 2001",Zankoku na Kami ga Shihai suru 
 Finished,"['Ecchi', 'Seinen', 'Gender Bender']", 0, #16774," 6.68, "," Unknown
	"," 3
	", #14025,http://myanimelist.net/manga/20482/Yaban_no_Sono, 104,"['Nishikawa, Roske']",Young Animal, Manga, 2003 to ?,Yaban no Sono 
 Finished,"['Drama', 'Sci-Fi']", 0, #28200," 7.00, "," Unknown
	"," 10
	", #23470,http://myanimelist.net/manga/74285/Yabou_Enbukyoku, 20,"['Tanaka, Yoshiki', 'Kori, Chimaki', 'Oginome, Yki']","
		None", Manga, Aug 2000 to Dec 2010,Yabou Enbukyoku 
 Finished,"['Comedy', 'Romance', 'Shojo']", 5, #2443," 7.71, "," 4
	"," 1
	", #2182,http://myanimelist.net/manga/10081/Yacchimai_na!," 2,041","['Shiiba, Nana']",Betsucomi, Manga," Nov  26, 2008",Yacchimai na! 
 Finished,"['Drama', 'Romance', 'Yaoi']", 2, #1958," 7.46, "," 6
	"," 1
	", #4276,http://myanimelist.net/manga/14434/Yachin_Hanbun_no_Ibasho_desu.," 2,492","['Aso, Kai']",Hanaoto, Manga," Mar  28, 2009",Yachin Hanbun no Ibasho desu. 
 Finished,"['Hentai', 'Yaoi', 'Dojinshi', 'Gender Bender']", 0, #18518," 5.95, "," Unknown
	"," 1
	", #17430,http://myanimelist.net/manga/53221/Yadokari_Fuck!!_Iede_DC_Furousha_Yogore_Chinpo_Josou_Pako_Pako_Mebuta_Akume, 78,['Shimaji'],"
		None", Doujinshi," Dec  31, 2011",Yadokari Fuck!! Iede DC Furousha Yogore Chinpo Josou Pako Pako Mebuta Akume 
 Finished,"
	  ", 11, #3463," 7.74, "," 6
	"," 1
	", #2010,http://myanimelist.net/manga/17242/Ubawarerukoto_Marugoto_Zenbu," 1,432","['Abe, Akane']",Dear+, Manga," Aug  29, 2009",Ubawarerukoto Marugoto Zenbu 
 Finished,"['Romance', 'School', 'Shojo']", 1, #14416," 6.37, "," 1
	"," Unknown
	", #16320,http://myanimelist.net/manga/85709/Ubawareta_Kiss, 158,"['Kawaharada, Hitomi']",The Dessert, One-shot," Oct  10, 2014",Ubawareta Kiss 
 Finished,"
	  ", 0, #26312," 3.75, "," Unknown
	"," 1
	", #30537,http://myanimelist.net/manga/32547/Ubu-Love, 26,['Makro'],Action Pizazz, Manga," Sep  28, 2010",Ubu-Love 
 Finished,"
	  ", 0, #15964," 6.54, "," 1
	"," Unknown
	", #15242,http://myanimelist.net/manga/31767/Ubu-Chu!, 120,"['Narko, Hanahar']",Comic Kairaku-ten, One-shot," Apr  29, 2010",Ubu-Chu! 
 Finished,"
	  ", 0, #26209," 5.40, "," 13
	"," 1
	", #25195,http://myanimelist.net/manga/67309/Ububae, 26,"['Tanaka, Ekis']",Comic Penguin Club Sanzokuban, Manga," Jul  24, 2010",Ububae 
 Finished,"
	  ", 0, #25479," 6.60, "," Unknown
	"," 1
	", #32192,http://myanimelist.net/manga/22613/X2_Kakeru_Ni, 29,"['Yi, Toshiki']","
		None", Manga, Dec 2000,X2 Kakeru Ni 
 Finished,"
	  ", 0, #18601," 5.83, "," 1
	"," Unknown
	", #17527,http://myanimelist.net/manga/52763/x1_Onna_no_Yuuutsu, 77,['Jitsma'],Comic MILF, One-shot," Apr  17, 2012",x1 Onna no Yuuutsu 
 Finished,"['Mystery', 'Shonen Ai']", 3, #5658," 7.01, "," 7
	"," 2
	", #10173,http://myanimelist.net/manga/575/X:_Kai, 835,"['Tohjoh, Asami']",Eyes, Manga, 1998 to 2000,X: Kai 
 Finished,"['Action', 'Drama', 'Fantasy', 'Shonen', 'Spernatral']", 0, #11125," 7.38, "," 32
	"," 8
	", #31335,http://myanimelist.net/manga/26579/XBlade_Cross, 290,"['Shiki, Satoshi', 'Ida, Tatshiko']",Shounen Sirius, Manga," Jan  26, 2011 to Aug  26, 2013",XBlade Cross 
 Finished,"['Comedy', 'Mecha', 'Romance', 'Sci-Fi']", 0, #29421," 5.17, "," 18
	"," 1
	", #21814,http://myanimelist.net/manga/80533/Xenogears_4-koma_Comic, 17,"['Takenashi, Eri', 'Katsragi, Akira', 'Arai, Cherry', 'Tonami, Minato', 'Mnekichi']","
		None", Manga, Oct 1998,Xenogears 4-koma Comic 
 Finished,"['Comedy', 'Romance', 'Shojo']", 1, #5139," 7.56, "," 17
	"," 4
	", #3294,http://myanimelist.net/manga/4354/W-Pinch!!, 948,"['Azki, Ryo']","
		None", Manga, 2000,W-Pinch!! 
 Finished,"['Action', 'Demons', 'Fantasy', 'Shonen', 'Spernatral']", 27, #1083," 7.37, "," 49
	"," 12
	", #5339,http://myanimelist.net/manga/4650/XBlade," 4,179","['Shiki, Satoshi', 'Ida, Tatshiko']",Shounen Sirius, Manga," Nov  25, 2006 to Dec  25, 2010",XBlade 
 Publishing,"['Adventre', 'Comedy', 'Romance', 'Shojo', 'Gender Bender']", 12, #2796," 7.95, "," Unknown
	"," Unknown
	", #1120,http://myanimelist.net/manga/2906/W-Juliet_II," 1,794",['Emra'],Hana to Yume, Manga, 2006 to ?,W-Juliet II 
 Finished,"['Comedy', 'Drama', 'Romance', 'School', 'Shojo', 'Slice of Life', 'Gender Bender']", 191, #707," 8.02, "," 79
	"," 14
	", #930,http://myanimelist.net/manga/58/W-Juliet," 6,050",['Emra'],Hana to Yume, Manga," Oct  15, 1997 to Nov  20, 2002",W-Juliet 
 Publishing,"
	  ", 0, #30985," 0.00, "," Unknown
	"," Unknown
	", #23463,http://myanimelist.net/manga/74309/W.W.W_-_World_Wide_War, 14,"['Rami, Hato', 'Mizki, Hiro']","
		None", Novel," Oct  2, 2013 to ?",W.W.W - World Wide War 
 Finished,"['Adventre', 'Romance', 'Shojo']", 21, #6016," 7.51, "," 8
	"," 2
	", #3740,http://myanimelist.net/manga/11582/W.I.T.C.H., 776,"['Iida, Harko']",Asuka (Monthly), Manga," Dec  17, 2003 to Mar  17, 2004",W.I.T.C.H. 
 Finished,"
	  ", 0, #28785," 0.00, "," 1
	"," Unknown
	", #30699,http://myanimelist.net/manga/31087/Q-Club, 19,"['Shinkai, Hideo']",Shounen Jump (Weekly), One-shot, 2011,Q-Club 
 Finished,"['Comedy', 'School']", 0, #31549," 0.00, "," Unknown
	"," 3
	", #23713,http://myanimelist.net/manga/73339/Q-Jutsuka!, 13,"['Shoji, Aym', 'Sekine, Pan']","
		None", Novel," Jan  30, 2012 to Jul  30, 2012",Q-Jutsuka! 
 Finished,"['Comedy', 'Romance', 'School', 'Shonen', 'Sports', 'Spernatral']", 0, #3659," 7.14, "," 35
	"," 6
	", #8354,http://myanimelist.net/manga/14008/Q_and_A," 1,358","['Adachi, Mitsr']",Gessan, Manga," May  12, 2009 to Mar  12, 2012",Q and A 
 Finished,"['Comedy', 'Kids', 'Mecha']", 0, #27282," 6.00, "," 4
	"," 1
	", #32412,http://myanimelist.net/manga/22004/Q-Robo_Transformer, 23,"
		None",Comic Bonbon, Manga, Not available,Q-Robo Transformer 
 Publishing,"['Mystery', 'Shonen']", 0, #30787," 0.00, "," Unknown
	"," Unknown
	", #18538,http://myanimelist.net/manga/89264/Q.E.D._iff:_Shoumei_Shuuryou, 14,"['Kato, Motohiro']",Shounen Magazine R, Manga," Apr  20, 2015 to ?",Q.E.D. iff: Shoumei Shuuryou 
 Finished,"['Mystery', 'Shonen']", 45, #3334," 7.92, "," 99
	"," 50
	", #1209,http://myanimelist.net/manga/3153/Q.E.D.:_Shoumei_Shuuryou," 1,491","['Kato, Motohiro']",Magazine E-no, Manga," Jun  20, 1997 to Feb  17, 2015",Q.E.D.: Shoumei Shuuryou 
 Finished,"['Ecchi', 'Romance', 'School', 'Shonen']", 0, #11476," 7.07, "," Unknown
	"," 4
	", #9304,http://myanimelist.net/manga/23496/R-15, 271,"['Fshimi, Hiroyki']",Shounen Ace, Manga," Apr  26, 2010 to Nov  26, 2011",R-15 
 Finished,"['Action', 'Comedy', 'Drama', 'Romance', 'Psychological', 'Seinen']", 0, #25248," 8.67, "," Unknown
	"," 12
	", #34321,http://myanimelist.net/manga/14699/R-16, 30,"['Kwahara, Shinya', 'Saki, Hiroto']",Young Magazine Uppers, Manga, Not available,R-16 
 Finished,"['Romance', 'School', 'Shojo']", 14, #2316," 7.14, "," 16
	"," 4
	", #8382,http://myanimelist.net/manga/4694/R-18_Love_Report!," 2,148","['Sgi, Emiko']",Cheese!, Manga, 2004,R-18 Love Report! 
 Finished,"['Comedy', 'Ecchi', 'Romance', 'School', 'Harem']", 1, #13088," 7.06, "," Unknown
	"," 11
	", #9444,http://myanimelist.net/manga/23465/R-15, 202,"['Fjima, Takya', 'Fshimi, Hiroyki']",The Sneaker, Novel," Jul  1, 2009 to Aug  1, 2012",R-15 
 Finished,"
	  ", 0, #19580," 5.11, "," 11
	"," 1
	", #32310,http://myanimelist.net/manga/22237/Tabegoro_Oneesan, 66,"['Shinonome, Ry']",Comic Masyo, Manga," Apr  24, 2006 to Dec  22, 2007",Tabegoro Oneesan 
 Finished,"['Slice of Life', 'Seinen']", 0, #31724," 0.00, "," Unknown
	"," 3
	", #27504,http://myanimelist.net/manga/57771/R-Chuugakusei, 13,"['Goto, Ykiko']",Young Magazine (Monthly), Manga," 2009 to May  27, 2013",R-Chuugakusei 
 Finished,"
	  ", 0, #35534," 5.00, "," 9
	"," 1
	", #17924,http://myanimelist.net/manga/90305/Tabegoro_Otome%E2%99%A5, 5,"['Crve, Knckle']",Comic X-Eros, Manga," Feb  26, 2013 to Dec  26, 2014",Tabegoro Otome♥ 
 Finished,"
	  ", 0, #29429," 0.00, "," 7
	"," 1
	", #22000,http://myanimelist.net/manga/79717/Tabegoro_Sweet, 17,"['Motomra, Mio']","
		None", Manga," Feb  12, 2009",Tabegoro Sweet 
 Finished,"
	  ", 2, #13731," 6.99, "," 1
	"," Unknown
	", #10391,http://myanimelist.net/manga/22844/Tabekko_Doubutsu:_Neko-hen, 180,"['Yamada, Shoji']",Comic Aun, One-shot," Mar  13, 2010",Tabekko Doubutsu: Neko-hen 
 Finished,"['Romance', 'Shojo']", 0, #7373," 7.22, "," 4
	"," 1
	", #7249,http://myanimelist.net/manga/17634/Tabetai_Hito, 589,"['Ymachi, Shin']",Cheese! Zoukan, Manga," Jun  26, 2009",Tabetai Hito 
 Finished,"['Comedy', 'Slice of Life', 'Seinen']", 0, #28694," 7.25, "," 44
	"," 4
	", #26836,http://myanimelist.net/manga/60909/Taberu_dake, 19,"['Takada, Sanko']",Gekkan! Spirits, Manga," Dec  27, 2010 to Nov  27, 2013",Taberu dake 
 Finished,"['Hentai', 'Sci-Fi', 'Shojo Ai', 'Yri']", 3, #12865," 6.95, "," 10
	"," 1
	", #10917,http://myanimelist.net/manga/10087/P_Total_Bio-chemical_Laboratory, 211,['RaTe'],"
		None", Manga, Not available,P Total Bio-chemical Laboratory 
 Publishing,"['Romance', 'Shojo']", 11, #2648," 7.81, "," Unknown
	"," Unknown
	", #1615,http://myanimelist.net/manga/58659/P_to_JK," 1,894","['Miyoshi, Maki']",Bessatsu Friend, Manga," Dec  13, 2012 to ?",P to JK 
 Finished,"['Comedy', 'Slice of Life', 'Spernatral', 'Seinen']", 0, #16810," 7.17, "," 6
	"," 1
	", #7720,http://myanimelist.net/manga/74059/P_no_Higeki, 104,"['Takahashi, Rmiko']",Big Comic Original, Manga," Jul  4, 1987 to Feb  5, 1993",P no Higeki 
 Finished,"['Comedy', 'Romance', 'School', 'Shojo']", 0, #12494," 6.51, "," 1
	"," Unknown
	", #15486,http://myanimelist.net/manga/16855/P-pan_Kuru, 225,"['Yki, Nachi']",Ribon Magazine, One-shot, 2008 to ?,P-pan Kuru 
 Finished,"['Romance', 'Shojo']", 0, #25034," 8.00, "," Unknown
	"," 3
	", #35733,http://myanimelist.net/manga/6300/P._P._Scramble, 31,"['Fjita, Kazko']",Sho-Comi, Manga, Nov 1995 to May 1996,P. P. Scramble 
 Finished,"['Fantasy', 'Hentai']", 0, #35581," 0.00, "," Unknown
	"," 1
	", #18987,http://myanimelist.net/manga/88372/Valhalla_Valkyries:_Megami-sama_wa_Ecchi_na_Yuusha-sama_wo_Sagashite_Imasu!, 5,"['Noto, Krmi', 'HARE']","
		None", Novel," Aug  8, 2014",Valhalla Valkyries: Megami-sama wa Ecchi na Yuusha-sama wo Sagashite Imasu! 
 Finished,"['Drama', 'Ecchi', 'Romance', 'Psychological', 'Seinen']", 0, #7099," 6.03, "," 4
	"," 1
	", #17341,http://myanimelist.net/manga/2990/M, 623,"['Katsra, Masakaz']","
		None", Manga, Not available,M 
 Finished,"['School', 'Shojo Ai', 'Dojinshi']", 0, #22087," 6.52, "," 1
	"," 1
	", #15368,http://myanimelist.net/manga/86380/Valentines_Magic, 45,"['Takemiya, Jin']","
		None", Doujinshi," Feb  2, 2014",Valentine's Magic 
 Finished,"['Hentai', 'Dojinshi']", 0, #36045," 0.00, "," Unknown
	"," 1
	", #18368,http://myanimelist.net/manga/89564/N-kan, 0,"[""Yzki N'""]","
		None", Doujinshi," Aug  12, 2006",N-kan 
 Finished,"['Action', 'Fantasy', 'Dojinshi']", 0, #20027," 6.64, "," 1
	"," 1
	", #14423,http://myanimelist.net/manga/4556/Valkyria_Episode_2:_Qrowbet, 62,"['Takechi, Takashi']","
		None", Doujinshi," Aug  15, 1999","Valkyria Episode 2: ""Qrowbet"" "
 Finished,"['Action', 'Fantasy', 'Dojinshi']", 0, #18990," 6.91, "," 2
	"," 1
	", #11462,http://myanimelist.net/manga/4554/Valkyria_Episode_1:_Svahilder_+_%CE%B1, 73,"['Takechi, Takashi']","
		None", Doujinshi," Nov  23, 1998","Valkyria Episode 1: ""Svahilder"" + α "
 Finished,"['Drama', 'Romance', 'Yaoi']", 0, #7517," 6.46, "," 2
	"," 1
	", #15826,http://myanimelist.net/manga/2680/Zankoku_Yuugi, 573,"['Koide, Mieko']",Biblos, Manga, 1999 to ?,Zankoku Yuugi 
 Finished,"
	  ", 1, #9303," 6.88, "," 5
	"," 1
	", #11790,http://myanimelist.net/manga/21933/Zankokuna_Kimi_ni_Tomoni, 408,"['Chitose, Piyoko']","
		None", Manga, 2010,Zankokuna Kimi ni Tomoni 
 Finished,"['Action', 'Mystery', 'Drama', 'Horror', 'Psychological']", 238, #466," 8.22, "," 38
	"," 1
	", #484,http://myanimelist.net/manga/8158/L_Change_the_WorLd," 8,249","['Obata, Takeshi', 'M']","
		None", Novel," Dec  25, 2007",L Change the WorLd 
 Finished,"['Romance', 'School', 'Yri']", 0, #10548," 6.95, "," 6
	"," 1
	", #10831,http://myanimelist.net/manga/83653/Zankou_Noise, 323,"['Kodama, Naoko']",Tsubomi, Manga," Nov  11, 2009 to May  18, 2013",Zankou Noise 
 Publishing,"['Drama', 'Seinen']", 0, #29770," 5.00, "," Unknown
	"," Unknown
	", #18818,http://myanimelist.net/manga/88702/Zankyou, 16,"['Takahashi, Tstom']",Big Comic Superior, Manga," May  8, 2015 to ?",Zankyou 
 Finished,"['Action', 'Fantasy']", 0, #21552," 9.00, "," Unknown
	"," 7
	", #30306,http://myanimelist.net/manga/35283/O_Ri_Ga_Mi, 49,"['Hayashi, Tomoaki']",The Sneaker, Novel," Jun  30, 2004 to Jul  1, 2006",O Ri Ga Mi 
 Finished,"['Drama', 'Yaoi', 'Police']", 17, #6976," 8.07, "," 36
	"," 4
	", #800,http://myanimelist.net/manga/5575/S, 638,"['Aida, Saki', 'Nara, Chihar']",Shy Novels, Novel, Not available,S 
 Publishing,"['Adventre', 'Mystery', 'Fantasy', 'Shojo']", 13, #3557," 7.37, "," Unknown
	"," Unknown
	", #5273,http://myanimelist.net/manga/40813/1001," 1,398","['Sgisaki, Ykir']",Asuka (Monthly), Manga," Jun  23, 2012 to ?",1001 
 Finished,"['Comedy', 'Ecchi', 'Fantasy', 'Romance', 'School', 'Harem']", 1, #15405," 8.22, "," 51
	"," 8
	", #27814,http://myanimelist.net/manga/56079/101_Banme_no_Hyaku_Monogatari, 132,"['Ryohka', 'Saito, Kenji']","
		None", Novel," Jul  23, 2010 to Nov  22, 2011",101 Banme no Hyaku Monogatari 
 Finished,"
	  ", 0, #23263," 7.50, "," Unknown
	"," 1
	", #35924,http://myanimelist.net/manga/4503/100M_no_Snap, 39,"['Kramochi, Fsako']",Bessatsu Margaret, Manga, 1979 to ?,100M no Snap 
